experiment_id,run_index,algorithm,eval_f1_reconstruction,eval_f2_security,eval_f3_robustness,eval_f4_complexity
IMG_0003,2,HHO-VC,0.4681376680234057,0.0018172955067427,0.0583149648570209,0.2980392156862745
IMG_0003,2,BDA-EHHO-VC-Calibrated,0.4677273706367477,0.0018639055359478,0.0583768527693761,0.2535947712418301
IMG_0003,2,EHHO-VC,0.4685378398364417,0.0018324869375171,0.0582653106017591,0.3150326797385621
IMG_0003,2,MO-BDA-EHHO-VC,0.478875280080424,0.0016122197931567,0.0580846842529085,0.0823529411764705
IMG_0003,3,HHO-VC,0.513649065156573,0.0020096448815577,0.0585495632224604,0.0104575163398692
IMG_0003,3,BEHHO-VC-Calibrated,0.4993155876015452,0.0020266958229684,0.0586344791952268,0.0130718954248366
IMG_0003,3,BDA-EHHO-VC-Calibrated,0.4913052175241053,0.001674337200083,0.0585589183720024,0.1908496732026143
IMG_0003,3,EHHO-VC,0.4847141971892697,0.0018203942794426,0.0586690212858437,0.0339869281045751
IMG_0003,3,MO-BDA-EHHO-VC,0.4660019000822502,0.0009950434209252,0.0585855445668529,0.1986928104575163
IMG_0003,4,BDA-EHHO-VC-Calibrated,0.4758387424644472,0.0034977031906322,0.0583372732905443,0.8
IMG_0003,4,BEHHO-VC-Calibrated,0.483250645423354,0.0030897107169409,0.0584610491152547,0.5686274509803921
IMG_0003,4,EHHO-VC,0.4754517948537502,0.0035539218406381,0.0583754135156004,0.7686274509803922
IMG_0003,4,HHO-VC,0.4754410851124193,0.0035312790602733,0.0583782920231518,0.7699346405228759
IMG_0003,4,MO-BDA-EHHO-VC,0.479541713841965,0.003011484607687,0.0581811142558806,0.0588235294117647
IMG_0003,5,BEHHO-VC-Calibrated,0.515324610537451,0.0029541552774787,0.0582012638087404,0.0091503267973856
IMG_0003,5,EHHO-VC,0.4837093525340677,0.0032240101045469,0.0579702635777402,0.0196078431372549
IMG_0003,5,HHO-VC,0.5073494259817277,0.0031099294828361,0.0582098993313946,0.0104575163398692
IMG_0003,5,BDA-EHHO-VC-Calibrated,0.5125871583222638,0.0033042623861153,0.0581249833586282,0.0117647058823529
IMG_0003,5,MO-BDA-EHHO-VC,0.4741876643977561,0.0030526446128702,0.0580055252952449,0.0810457516339869
IMG_0004,1,EHHO-VC,0.394652762094041,0.0018342216770196,0.0581854320172077,0.5111111111111112
IMG_0004,1,HHO-VC,0.393650381102655,0.0017478061104422,0.0581746376138899,0.4928104575163399
IMG_0004,1,BEHHO-VC-Calibrated,0.3881100329564795,0.0022600648144956,0.0581717591063385,0.5673202614379085
IMG_0004,1,BDA-EHHO-VC-Calibrated,0.3880892230401226,0.0030581678609263,0.0581919086591983,0.2522875816993464
IMG_0004,1,MO-BDA-EHHO-VC,0.3779099652522887,0.002223658609414,0.0580688524613758,0.0993464052287581
IMG_0004,2,BDA-EHHO-VC-Calibrated,0.3864702234002323,0.0029063647845223,0.0584301051590771,0.5947712418300654
IMG_0004,2,EHHO-VC,0.3867457389038952,0.0024998242966398,0.0584855164294416,0.6143790849673202
IMG_0004,2,HHO-VC,0.3867199085317206,0.0025080486212363,0.0584999089671986,0.6169934640522876
IMG_0004,2,BEHHO-VC-Calibrated,0.3776546839634724,0.0024736469246868,0.0584869556832173,0.2222222222222222
IMG_0004,2,MO-BDA-EHHO-VC,0.3756097414017624,0.0022947436678522,0.0583775723962639,0.1660130718954248
IMG_0004,3,EHHO-VC,0.3913850210582955,0.0036014121894839,0.0583379929174321,0.90718954248366
IMG_0004,3,HHO-VC,0.3917051618952038,0.0037027405479128,0.0583394321712078,0.9098039215686274
IMG_0004,3,BDA-EHHO-VC-Calibrated,0.383382168965284,0.0039569299335968,0.0584408995623948,0.6483660130718955
IMG_0004,3,BEHHO-VC-Calibrated,0.387735268205684,0.0035825433869232,0.0585143015049557,0.3084967320261438
IMG_0004,3,MO-BDA-EHHO-VC,0.3867423862892177,0.0032764045906239,0.0583401517980957,0.1098039215686274
IMG_0004,4,HHO-VC,0.4050641122525049,0.0014215206201577,0.0584502547119369,0.0078431372549019
IMG_0004,4,EHHO-VC,0.4050641122525049,0.0014215206201577,0.0584502547119369,0.0078431372549019
IMG_0004,4,BDA-EHHO-VC-Calibrated,0.3848605789098842,0.0012812259462081,0.0583379929174321,0.1241830065359477
IMG_0004,4,BEHHO-VC-Calibrated,0.3954541216639547,0.001557309337947,0.0584387406817313,0.0209150326797385
