variant,runs,mean_score,median_score,mean_runtime_s,mean_injections,pct_runs_with_injection,mean_diversity,mean_final_diversity,mechanism_penalty
thr0.70_frac0.30,24,5.0567023247430365,5.042981342213013,54.17442743332746,2.75,62.5,0.8218194444444444,0.8127256944444444,2.5
thr0.70_frac0.20,24,5.056796417223573,5.0429983426459275,54.34729250833819,2.9166666666666665,62.5,0.8181875,0.7718055555555555,2.5
thr0.75_frac0.30,24,5.056665601123161,5.042981342213013,54.33149862917344,3.9583333333333335,66.66666666666666,0.8222248263888888,0.7797222222222223,6.666666666666657
thr0.75_frac0.20,24,5.056760527896336,5.0429983426459275,53.86689435833008,3.7916666666666665,66.66666666666666,0.8267274305555556,0.7980729166666666,6.666666666666657
thr0.80_frac0.20,24,5.056708346429008,5.043046140362559,55.32548391249293,5.375,79.16666666666666,0.8266449652777778,0.8158333333333333,19.166666666666657
thr0.80_frac0.30,24,5.056728321603621,5.043058269725388,55.302356470832216,5.708333333333333,79.16666666666666,0.8215494791666665,0.7768229166666667,19.166666666666657
