run_key,mechanism,variant,experiment_id,filename,run_index,population_size,evaluation_budget,seed,best_score,level_R,level_G,level_B,evaluations,runtime_s,diversity_threshold,injection_fraction,injection_count,mean_diversity,final_diversity,rho_max,rho_min,bda_proposals,ehho_proposals,bda_fraction
BEHHO|IMG_0067|r1|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0067,3096.jpg,1,20,400,1774026926,5.81226090433136,255,255,217,400,57.86034000001382,0.75,0.3,13,0.6664375,0.44708333333333333,,,,,
BEHHO|IMG_0067|r1|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0067,3096.jpg,1,20,400,1774026926,5.812107503036354,222,96,206,400,57.14318239997374,0.8,0.2,14,0.7373124999999999,0.9570833333333333,,,,,
BEHHO|IMG_0067|r1|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0067,3096.jpg,1,20,400,1774026926,5.811979073812147,255,95,126,400,61.300846999976784,0.8,0.3,9,0.7845833333333332,0.8475,,,,,
HYBRID|IMG_0067|r1|balanced_80_20,HYBRID,balanced_80_20,IMG_0067,3096.jpg,1,20,400,1774026926,5.8118872335556935,255,92,200,400,60.4282997000264,,,,,,0.8,0.2,102,98,0.51
HYBRID|IMG_0067|r1|balanced_70_30,HYBRID,balanced_70_30,IMG_0067,3096.jpg,1,20,400,1774026926,5.811484142412982,255,99,203,400,60.611928199999966,,,,,,0.7,0.3,105,95,0.525
HYBRID|IMG_0067|r1|balanced_65_35,HYBRID,balanced_65_35,IMG_0067,3096.jpg,1,20,400,1774026926,5.811584945106207,255,71,190,400,60.696102200017776,,,,,,0.65,0.35,97,103,0.485
BEHHO|IMG_0067|r2|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0067,3096.jpg,2,20,400,1502492182,5.812336573130867,159,123,251,400,60.15924950002227,0.7,0.2,0,0.9011041666666667,0.7954166666666667,,,,,
BEHHO|IMG_0067|r2|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0067,3096.jpg,2,20,400,1502492182,5.812336573130867,159,123,251,400,57.890579899947625,0.7,0.3,0,0.9011041666666667,0.7954166666666667,,,,,
BEHHO|IMG_0067|r2|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0067,3096.jpg,2,20,400,1502492182,5.812336573130867,159,123,251,400,63.01074860000517,0.75,0.2,0,0.9011041666666667,0.7954166666666667,,,,,
BEHHO|IMG_0067|r2|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0067,3096.jpg,2,20,400,1502492182,5.812336573130867,159,123,251,400,57.069666200026404,0.75,0.3,0,0.9011041666666667,0.7954166666666667,,,,,
BEHHO|IMG_0067|r2|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0067,3096.jpg,2,20,400,1502492182,5.812336573130867,159,123,251,400,58.784684899961576,0.8,0.2,0,0.9011041666666667,0.7954166666666667,,,,,
BEHHO|IMG_0067|r2|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0067,3096.jpg,2,20,400,1502492182,5.812336573130867,159,123,251,400,57.72127249999903,0.8,0.3,0,0.9011041666666667,0.7954166666666667,,,,,
HYBRID|IMG_0067|r2|balanced_80_20,HYBRID,balanced_80_20,IMG_0067,3096.jpg,2,20,400,1502492182,5.8123136946500695,101,117,247,400,61.50396639999235,,,,,,0.8,0.2,110,90,0.55
HYBRID|IMG_0067|r2|balanced_70_30,HYBRID,balanced_70_30,IMG_0067,3096.jpg,2,20,400,1502492182,5.8123136946500695,101,117,247,400,61.67397439997876,,,,,,0.7,0.3,113,87,0.565
HYBRID|IMG_0067|r2|balanced_65_35,HYBRID,balanced_65_35,IMG_0067,3096.jpg,2,20,400,1502492182,5.811959383613903,181,124,176,400,62.96344660001341,,,,,,0.65,0.35,97,103,0.485
BEHHO|IMG_0076|r1|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0076,41033.jpg,1,20,400,996011701,4.883257122262847,155,2,216,400,60.59025660000043,0.7,0.2,0,0.9328750000000001,0.96125,,,,,
BEHHO|IMG_0076|r1|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0076,41033.jpg,1,20,400,996011701,4.883257122262847,155,2,216,400,61.0050298999995,0.7,0.3,0,0.9328750000000001,0.96125,,,,,
BEHHO|IMG_0076|r1|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0076,41033.jpg,1,20,400,996011701,4.883257122262847,155,2,216,400,60.96957979997387,0.75,0.2,0,0.9328750000000001,0.96125,,,,,
BEHHO|IMG_0076|r1|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0076,41033.jpg,1,20,400,996011701,4.883257122262847,155,2,216,400,65.01348209998105,0.75,0.3,0,0.9328750000000001,0.96125,,,,,
BEHHO|IMG_0076|r1|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0076,41033.jpg,1,20,400,996011701,4.883257122262847,155,2,216,400,61.15715859999182,0.8,0.2,0,0.9328750000000001,0.96125,,,,,
BEHHO|IMG_0076|r1|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0076,41033.jpg,1,20,400,996011701,4.883257122262847,155,2,216,400,61.03975369996624,0.8,0.3,0,0.9328750000000001,0.96125,,,,,
HYBRID|IMG_0076|r1|balanced_80_20,HYBRID,balanced_80_20,IMG_0076,41033.jpg,1,20,400,996011701,4.881749801154292,164,2,5,400,56.014483299979474,,,,,,0.8,0.2,99,101,0.495
HYBRID|IMG_0076|r1|balanced_70_30,HYBRID,balanced_70_30,IMG_0076,41033.jpg,1,20,400,996011701,4.882908531407478,170,2,3,400,59.5969282000442,,,,,,0.7,0.3,89,111,0.445
HYBRID|IMG_0076|r1|balanced_65_35,HYBRID,balanced_65_35,IMG_0076,41033.jpg,1,20,400,996011701,4.882783116562053,170,2,11,400,64.8251825000043,,,,,,0.65,0.35,90,110,0.45
BEHHO|IMG_0076|r2|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0076,41033.jpg,2,20,400,1999416426,4.881222704807018,45,2,137,400,58.83338869997533,0.7,0.2,6,0.7397708333333333,0.735,,,,,
BEHHO|IMG_0076|r2|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0076,41033.jpg,2,20,400,1999416426,4.881222704807018,45,2,137,400,61.46204309997847,0.7,0.3,3,0.7608749999999999,0.7720833333333333,,,,,
BEHHO|IMG_0076|r2|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0076,41033.jpg,2,20,400,1999416426,4.881222704807018,45,2,137,400,59.99668029998429,0.75,0.2,10,0.7447916666666666,0.69125,,,,,
BEHHO|IMG_0076|r2|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0076,41033.jpg,2,20,400,1999416426,4.880824394140983,199,2,173,400,61.16694650001591,0.75,0.3,4,0.8509166666666669,0.9395833333333332,,,,,
BEHHO|IMG_0076|r2|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0076,41033.jpg,2,20,400,1999416426,4.881222704807018,45,2,137,400,58.59114110004157,0.8,0.2,12,0.7613333333333332,0.745,,,,,
BEHHO|IMG_0076|r2|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0076,41033.jpg,2,20,400,1999416426,4.881222704807018,45,2,137,400,63.18100989999948,0.8,0.3,13,0.7456458333333332,0.7604166666666666,,,,,
HYBRID|IMG_0076|r2|balanced_80_20,HYBRID,balanced_80_20,IMG_0076,41033.jpg,2,20,400,1999416426,4.881192223786225,214,2,198,400,61.30452460004017,,,,,,0.8,0.2,106,94,0.53
HYBRID|IMG_0076|r2|balanced_70_30,HYBRID,balanced_70_30,IMG_0076,41033.jpg,2,20,400,1999416426,4.881563763961995,188,143,151,400,57.83914719999302,,,,,,0.7,0.3,118,82,0.59
HYBRID|IMG_0076|r2|balanced_65_35,HYBRID,balanced_65_35,IMG_0076,41033.jpg,2,20,400,1999416426,4.880647961641382,187,2,143,400,62.13966159999836,,,,,,0.65,0.35,103,97,0.515
BEHHO|IMG_0078|r1|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0078,42012.jpg,1,20,400,1368832785,4.884765341960079,25,229,6,400,58.008760800003074,0.7,0.2,0,0.9205208333333333,0.94625,,,,,
BEHHO|IMG_0078|r1|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0078,42012.jpg,1,20,400,1368832785,4.884765341960079,25,229,6,400,60.92920710000908,0.7,0.3,0,0.9205208333333333,0.94625,,,,,
BEHHO|IMG_0078|r1|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0078,42012.jpg,1,20,400,1368832785,4.884765341960079,25,229,6,400,62.90939179999987,0.75,0.2,0,0.9205208333333333,0.94625,,,,,
BEHHO|IMG_0078|r1|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0078,42012.jpg,1,20,400,1368832785,4.884765341960079,25,229,6,400,60.561544299998786,0.75,0.3,0,0.9205208333333333,0.94625,,,,,
BEHHO|IMG_0078|r1|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0078,42012.jpg,1,20,400,1368832785,4.884765341960079,25,229,6,400,61.81150339997839,0.8,0.2,0,0.9205208333333333,0.94625,,,,,
BEHHO|IMG_0078|r1|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0078,42012.jpg,1,20,400,1368832785,4.884765341960079,25,229,6,400,46.36152419995051,0.8,0.3,0,0.9205208333333333,0.94625,,,,,
HYBRID|IMG_0078|r1|balanced_80_20,HYBRID,balanced_80_20,IMG_0078,42012.jpg,1,20,400,1368832785,4.8838787082872335,56,246,7,400,40.91098660003627,,,,,,0.8,0.2,86,114,0.43
HYBRID|IMG_0078|r1|balanced_70_30,HYBRID,balanced_70_30,IMG_0078,42012.jpg,1,20,400,1368832785,4.88394201655817,69,248,3,400,44.90343220002251,,,,,,0.7,0.3,102,98,0.51
HYBRID|IMG_0078|r1|balanced_65_35,HYBRID,balanced_65_35,IMG_0078,42012.jpg,1,20,400,1368832785,4.883815097987803,25,233,7,400,63.59745280002244,,,,,,0.65,0.35,103,97,0.515
BEHHO|IMG_0078|r2|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0078,42012.jpg,2,20,400,1218605923,4.88911488479871,23,244,36,400,80.53018550004344,0.7,0.2,0,0.8934374999999999,0.9270833333333334,,,,,
BEHHO|IMG_0078|r2|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0078,42012.jpg,2,20,400,1218605923,4.88911488479871,23,244,36,400,61.510692599986214,0.7,0.3,0,0.8934374999999999,0.9270833333333334,,,,,
BEHHO|IMG_0078|r2|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0078,42012.jpg,2,20,400,1218605923,4.88911488479871,23,244,36,400,50.715568399988115,0.75,0.2,0,0.8934374999999999,0.9270833333333334,,,,,
BEHHO|IMG_0078|r2|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0078,42012.jpg,2,20,400,1218605923,4.88911488479871,23,244,36,400,44.5292943000095,0.75,0.3,0,0.8934374999999999,0.9270833333333334,,,,,
BEHHO|IMG_0078|r2|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0078,42012.jpg,2,20,400,1218605923,4.889210480231973,78,226,182,400,49.1012483999948,0.8,0.2,2,0.8785625000000001,0.8875000000000001,,,,,
BEHHO|IMG_0078|r2|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0078,42012.jpg,2,20,400,1218605923,4.889234738957631,154,238,202,400,59.39034049998736,0.8,0.3,2,0.8831666666666667,0.7895833333333333,,,,,
HYBRID|IMG_0078|r2|balanced_80_20,HYBRID,balanced_80_20,IMG_0078,42012.jpg,2,20,400,1218605923,4.888388767768029,47,223,13,400,54.922456100001,,,,,,0.8,0.2,102,98,0.51
HYBRID|IMG_0078|r2|balanced_70_30,HYBRID,balanced_70_30,IMG_0078,42012.jpg,2,20,400,1218605923,4.888476487828504,187,248,182,400,43.26494329998968,,,,,,0.7,0.3,101,99,0.505
HYBRID|IMG_0078|r2|balanced_65_35,HYBRID,balanced_65_35,IMG_0078,42012.jpg,2,20,400,1218605923,4.888184202242473,172,227,179,400,49.73138369998196,,,,,,0.65,0.35,81,119,0.405
BEHHO|IMG_0082|r1|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0082,54082.jpg,1,20,400,1522188686,5.481331284088644,2,128,2,400,45.27362460002769,0.7,0.2,15,0.5956875000000001,0.31583333333333335,,,,,
BEHHO|IMG_0082|r1|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0082,54082.jpg,1,20,400,1522188686,5.481331284088644,2,128,2,400,44.33936810004525,0.7,0.3,15,0.5741458333333334,0.36041666666666666,,,,,
BEHHO|IMG_0082|r1|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0082,54082.jpg,1,20,400,1522188686,5.481331284088644,2,128,2,400,43.109170600015204,0.75,0.2,15,0.5956875000000001,0.31583333333333335,,,,,
BEHHO|IMG_0082|r1|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0082,54082.jpg,1,20,400,1522188686,5.481331284088644,2,128,2,400,43.530227799958084,0.75,0.3,15,0.5741458333333334,0.36041666666666666,,,,,
BEHHO|IMG_0082|r1|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0082,54082.jpg,1,20,400,1522188686,5.481331284088644,2,128,2,400,45.072826399991754,0.8,0.2,15,0.5956875000000001,0.31583333333333335,,,,,
BEHHO|IMG_0082|r1|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0082,54082.jpg,1,20,400,1522188686,5.481331284088644,2,128,2,400,43.816041100013535,0.8,0.3,15,0.5741458333333334,0.36041666666666666,,,,,
HYBRID|IMG_0082|r1|balanced_80_20,HYBRID,balanced_80_20,IMG_0082,54082.jpg,1,20,400,1522188686,5.481558056374477,101,151,95,400,46.38329369999701,,,,,,0.8,0.2,96,104,0.48
HYBRID|IMG_0082|r1|balanced_70_30,HYBRID,balanced_70_30,IMG_0082,54082.jpg,1,20,400,1522188686,5.481140989129649,198,7,2,400,51.5131745999679,,,,,,0.7,0.3,102,98,0.51
HYBRID|IMG_0082|r1|balanced_65_35,HYBRID,balanced_65_35,IMG_0082,54082.jpg,1,20,400,1522188686,5.481300543996682,2,147,105,400,47.55216320004547,,,,,,0.65,0.35,96,104,0.48
BEHHO|IMG_0082|r2|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0082,54082.jpg,2,20,400,1743986458,5.483891281392698,196,201,144,400,45.92397040000651,0.7,0.2,4,0.7824791666666667,0.7845833333333334,,,,,
BEHHO|IMG_0082|r2|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0082,54082.jpg,2,20,400,1743986458,5.4837369501460484,132,204,144,400,60.93755030003376,0.7,0.3,1,0.8341458333333334,0.9250000000000002,,,,,
BEHHO|IMG_0082|r2|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0082,54082.jpg,2,20,400,1743986458,5.483812700203682,128,228,20,400,57.860132100002375,0.75,0.2,5,0.8010208333333335,0.85,,,,,
BEHHO|IMG_0082|r2|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0082,54082.jpg,2,20,400,1743986458,5.483891281392698,196,201,144,400,52.352067700005136,0.75,0.3,5,0.8005416666666665,0.7945833333333333,,,,,
BEHHO|IMG_0082|r2|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0082,54082.jpg,2,20,400,1743986458,5.483484998092877,166,221,158,400,54.9327603999991,0.8,0.2,4,0.8619375000000001,0.9237500000000001,,,,,
BEHHO|IMG_0082|r2|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0082,54082.jpg,2,20,400,1743986458,5.483569546946278,150,239,109,400,65.3473775999737,0.8,0.3,5,0.8385208333333333,0.8508333333333334,,,,,
HYBRID|IMG_0082|r2|balanced_80_20,HYBRID,balanced_80_20,IMG_0082,54082.jpg,2,20,400,1743986458,5.4833708172450955,159,202,155,400,62.95181659999071,,,,,,0.8,0.2,86,114,0.43
HYBRID|IMG_0082|r2|balanced_70_30,HYBRID,balanced_70_30,IMG_0082,54082.jpg,2,20,400,1743986458,5.483414917691614,156,240,117,400,56.181689999997616,,,,,,0.7,0.3,92,108,0.46
HYBRID|IMG_0082|r2|balanced_65_35,HYBRID,balanced_65_35,IMG_0082,54082.jpg,2,20,400,1743986458,5.483474583053745,183,228,18,400,61.80440359999193,,,,,,0.65,0.35,98,102,0.49
BEHHO|IMG_0090|r1|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0090,69040.jpg,1,20,400,1031586320,5.19943662955847,16,2,2,400,60.137647600029595,0.7,0.2,15,0.5564583333333333,0.38125000000000003,,,,,
BEHHO|IMG_0090|r1|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0090,69040.jpg,1,20,400,1031586320,5.199264939802913,112,2,2,400,58.91861900000367,0.7,0.3,13,0.6578125000000001,0.7766666666666667,,,,,
BEHHO|IMG_0090|r1|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0090,69040.jpg,1,20,400,1031586320,5.19943662955847,16,2,2,400,58.994545500027016,0.75,0.2,15,0.5874791666666667,0.32750000000000007,,,,,
BEHHO|IMG_0090|r1|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0090,69040.jpg,1,20,400,1031586320,5.1994017339878384,3,2,2,400,54.328076100035105,0.75,0.3,15,0.635375,0.48833333333333345,,,,,
BEHHO|IMG_0090|r1|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0090,69040.jpg,1,20,400,1031586320,5.198947551833162,7,2,2,400,46.44668069999898,0.8,0.2,16,0.6157083333333333,0.7520833333333333,,,,,
BEHHO|IMG_0090|r1|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0090,69040.jpg,1,20,400,1031586320,5.1994017339878384,3,2,2,400,43.295493600016925,0.8,0.3,15,0.6758541666666666,0.7562500000000001,,,,,
HYBRID|IMG_0090|r1|balanced_80_20,HYBRID,balanced_80_20,IMG_0090,69040.jpg,1,20,400,1031586320,5.200360484910387,2,2,2,400,46.29684660001658,,,,,,0.8,0.2,92,108,0.46
HYBRID|IMG_0090|r1|balanced_70_30,HYBRID,balanced_70_30,IMG_0090,69040.jpg,1,20,400,1031586320,5.200252529925354,8,2,2,400,53.94793009996647,,,,,,0.7,0.3,99,101,0.495
HYBRID|IMG_0090|r1|balanced_65_35,HYBRID,balanced_65_35,IMG_0090,69040.jpg,1,20,400,1031586320,5.201076770973829,3,6,114,400,49.28348049998749,,,,,,0.65,0.35,88,112,0.44
BEHHO|IMG_0090|r2|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0090,69040.jpg,2,20,400,593307423,5.196881800493145,116,194,2,400,48.69260290003149,0.7,0.2,1,0.8294583333333334,0.8825,,,,,
BEHHO|IMG_0090|r2|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0090,69040.jpg,2,20,400,593307423,5.196847799627315,59,194,2,400,52.15967439999804,0.7,0.3,1,0.8259791666666667,0.875,,,,,
BEHHO|IMG_0090|r2|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0090,69040.jpg,2,20,400,593307423,5.196881800493145,116,194,2,400,57.474166799976956,0.75,0.2,2,0.8283333333333334,0.8733333333333334,,,,,
BEHHO|IMG_0090|r2|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0090,69040.jpg,2,20,400,593307423,5.196847799627315,59,194,2,400,54.84439870005008,0.75,0.3,1,0.8259791666666667,0.875,,,,,
BEHHO|IMG_0090|r2|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0090,69040.jpg,2,20,400,593307423,5.196881800493145,116,194,2,400,61.690792399982456,0.8,0.2,7,0.8156666666666667,0.79625,,,,,
BEHHO|IMG_0090|r2|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0090,69040.jpg,2,20,400,593307423,5.196881800493145,116,194,2,400,58.185315900016576,0.8,0.3,8,0.8143750000000001,0.7608333333333334,,,,,
HYBRID|IMG_0090|r2|balanced_80_20,HYBRID,balanced_80_20,IMG_0090,69040.jpg,2,20,400,593307423,5.197007720288158,14,212,2,400,52.31938549998449,,,,,,0.8,0.2,102,98,0.51
HYBRID|IMG_0090|r2|balanced_70_30,HYBRID,balanced_70_30,IMG_0090,69040.jpg,2,20,400,593307423,5.196539105616314,112,172,2,400,53.492743999988306,,,,,,0.7,0.3,101,99,0.505
HYBRID|IMG_0090|r2|balanced_65_35,HYBRID,balanced_65_35,IMG_0090,69040.jpg,2,20,400,593307423,5.196968454077881,168,164,2,400,49.54951050004456,,,,,,0.65,0.35,87,113,0.435
BEHHO|IMG_0093|r1|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0093,8023.jpg,1,20,400,2102841768,5.662815724952664,17,97,70,400,44.977268300019205,0.7,0.2,2,0.8359583333333334,0.9049999999999999,,,,,
BEHHO|IMG_0093|r1|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0093,8023.jpg,1,20,400,2102841768,5.662815724952664,17,97,70,400,40.98619119997602,0.7,0.3,1,0.8472083333333333,0.9429166666666666,,,,,
BEHHO|IMG_0093|r1|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0093,8023.jpg,1,20,400,2102841768,5.662815724952664,17,97,70,400,40.37730689998716,0.75,0.2,2,0.8622708333333333,0.9287500000000001,,,,,
BEHHO|IMG_0093|r1|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0093,8023.jpg,1,20,400,2102841768,5.662747258057872,16,81,18,400,49.13593450002372,0.75,0.3,5,0.8306041666666667,0.8570833333333333,,,,,
BEHHO|IMG_0093|r1|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0093,8023.jpg,1,20,400,2102841768,5.662815724952664,17,97,70,400,49.17012169997906,0.8,0.2,4,0.8467916666666666,0.8291666666666666,,,,,
BEHHO|IMG_0093|r1|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0093,8023.jpg,1,20,400,2102841768,5.662747258057872,16,81,18,400,55.48887190001551,0.8,0.3,5,0.8306041666666667,0.8570833333333333,,,,,
HYBRID|IMG_0093|r1|balanced_80_20,HYBRID,balanced_80_20,IMG_0093,8023.jpg,1,20,400,2102841768,5.662441121761954,84,141,41,400,41.007374899985734,,,,,,0.8,0.2,90,110,0.45
HYBRID|IMG_0093|r1|balanced_70_30,HYBRID,balanced_70_30,IMG_0093,8023.jpg,1,20,400,2102841768,5.662681828085518,13,141,39,400,43.803427000006195,,,,,,0.7,0.3,99,101,0.495
HYBRID|IMG_0093|r1|balanced_65_35,HYBRID,balanced_65_35,IMG_0093,8023.jpg,1,20,400,2102841768,5.662886548519033,84,131,30,400,43.4247223000275,,,,,,0.65,0.35,94,106,0.47
BEHHO|IMG_0093|r2|thr0.70_frac0.20,BEHHO,thr0.70_frac0.20,IMG_0093,8023.jpg,2,20,400,2114118811,5.665320411612053,3,80,8,400,50.51873119996162,0.7,0.2,5,0.7787083333333333,0.7250000000000001,,,,,
BEHHO|IMG_0093|r2|thr0.70_frac0.30,BEHHO,thr0.70_frac0.30,IMG_0093,8023.jpg,2,20,400,2114118811,5.664326117442294,3,66,130,400,50.64964199997485,0.7,0.3,3,0.8155416666666666,0.9349999999999999,,,,,
BEHHO|IMG_0093|r2|thr0.75_frac0.20,BEHHO,thr0.75_frac0.20,IMG_0093,8023.jpg,2,20,400,2114118811,5.665055121171593,5,135,248,400,49.159698400006164,0.75,0.2,3,0.8577916666666665,0.95375,,,,,
BEHHO|IMG_0093|r2|thr0.75_frac0.30,BEHHO,thr0.75_frac0.30,IMG_0093,8023.jpg,2,20,400,2114118811,5.664836522173265,6,203,128,400,44.17475640005432,0.75,0.3,1,0.8880416666666667,0.9075000000000001,,,,,
BEHHO|IMG_0093|r2|thr0.80_frac0.20,BEHHO,thr0.80_frac0.20,IMG_0093,8023.jpg,2,20,400,2114118811,5.664835953674509,5,197,22,400,46.4572583999834,0.8,0.2,3,0.8835,0.8337499999999999,,,,,
BEHHO|IMG_0093|r2|thr0.80_frac0.30,BEHHO,thr0.80_frac0.30,IMG_0093,8023.jpg,2,20,400,2114118811,5.665399647390817,2,128,128,400,35.302647900010925,0.8,0.3,11,0.7437083333333334,0.4833333333333334,,,,,
HYBRID|IMG_0093|r2|balanced_80_20,HYBRID,balanced_80_20,IMG_0093,8023.jpg,2,20,400,2114118811,5.664779941180979,5,193,50,400,48.64022300002398,,,,,,0.8,0.2,88,112,0.44
HYBRID|IMG_0093|r2|balanced_70_30,HYBRID,balanced_70_30,IMG_0093,8023.jpg,2,20,400,2114118811,5.665209434787101,5,173,63,400,47.937638200004585,,,,,,0.7,0.3,89,111,0.445
HYBRID|IMG_0093|r2|balanced_65_35,HYBRID,balanced_65_35,IMG_0093,8023.jpg,2,20,400,2114118811,5.665004163437447,5,136,137,400,53.60261880001053,,,,,,0.65,0.35,104,96,0.52
