run_key,experiment_id,filename,run_index,algorithm,population_size,evaluation_budget,master_seed,best_score,level_R,level_G,level_B,evaluations,budget_compliant,runtime_s,iterations_completed,convergence_points,final_convergence_value,diversity_mean,diversity_final,injection_count,bda_proposals,ehho_proposals,bda_fraction,paired_rank
IMG_0005|r3|n10|b600|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BEHHO-VC-Calibrated,10,600,572555939,4.607965541750695,38,216,8,600,True,78.52064649999375,60,60,4.607965541750695,0.8362777777777778,0.8566666666666666,6,0,0,,1.0
IMG_0005|r3|n10|b600|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BDA-EHHO-VC-Calibrated,10,600,572555939,4.608258041610863,29,145,4,600,True,69.99381640000502,30,30,4.608258041610863,,,0,165,135,0.55,2.0
IMG_0005|r3|n20|b300|HHO-VC,IMG_0005,105025.jpg,3,HHO-VC,20,300,572555939,4.608488864826616,38,248,52,300,True,52.42621189996135,9,9,4.608488864826616,,,0,0,0,,2.0
IMG_0005|r3|n20|b300|EHHO-VC,IMG_0005,105025.jpg,3,EHHO-VC,20,300,572555939,4.608499477479231,38,249,52,300,True,61.549828300019726,11,11,4.608499477479231,0.3634682487259777,0.2675177629764197,0,0,0,,3.0
IMG_0005|r3|n20|b300|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BEHHO-VC-Calibrated,20,300,572555939,4.608700620813072,82,145,24,300,True,64.85849200002849,15,15,4.608700620813072,0.8895277777777778,0.9279166666666666,0,0,0,,4.0
IMG_0005|r3|n20|b300|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BDA-EHHO-VC-Calibrated,20,300,572555939,4.608425192829574,76,148,24,300,True,49.53293300000951,8,8,4.608425192829574,,,0,68,72,0.4857142857142857,1.0
IMG_0005|r3|n20|b600|HHO-VC,IMG_0005,105025.jpg,3,HHO-VC,20,600,572555939,4.608476411739908,38,253,52,600,True,116.90021410002372,18,18,4.608476411739908,,,0,0,0,,3.0
IMG_0005|r3|n20|b600|EHHO-VC,IMG_0005,105025.jpg,3,EHHO-VC,20,600,572555939,4.608304426082878,38,228,52,600,True,107.05605640000432,20,20,4.608304426082878,0.3694737262852007,0.3656637032987736,0,0,0,,1.0
IMG_0005|r3|n20|b600|BEHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BEHHO-VC-Calibrated,20,600,572555939,4.608586629056549,38,235,81,600,True,113.67263919999824,30,30,4.608586629056549,0.8874583333333331,0.9266666666666667,0,0,0,,4.0
IMG_0005|r3|n20|b600|BDA-EHHO-VC-Calibrated,IMG_0005,105025.jpg,3,BDA-EHHO-VC-Calibrated,20,600,572555939,4.608342652491342,33,155,11,600,True,130.27940110000782,15,15,4.608342652491342,,,0,157,143,0.5233333333333333,2.0
