run_key,profile,experiment_id,filename,image_width,image_height,run_index,population_size,evaluation_budget,master_seed,objective_seed,optimizer_seed,algorithm,best_score,level_R,level_G,level_B,evaluations,budget_compliant,runtime_s,iterations_completed,convergence_points,final_convergence_value,diversity_mean,diversity_final,injection_count,bda_proposals,ehho_proposals,hybrid_bda_fraction,robust_z_runtime,iqr_extreme_upper,runtime_outlier
pilot|IMG_0090|r1|n10|b400|HHO-VC,pilot,IMG_0090,69040.jpg,481,321,1,10,400,1031586320,1031586320,1031586320,HHO-VC,5.199018127764403,239,2,2,400,True,12982.751355099988,22,22,5.199018127764403,,,0,0,0,,539.4376106289462,149.98272972493578,True
