experiment_id,run_index,algorithm,set_size,hypervolume,igd,epsilon_additive,mean_nn_distance,reference_front_size
IMG_0005,3,BDA-EHHO-VC-Calibrated,1,0.01220734936386029,0.8866118723576871,1.0,0.0,17
IMG_0005,3,MO-BDA-EHHO-VC,17,0.9291149289122985,0.021593992121167194,0.26696832579185537,0.3227534817753702,17
IMG_0005,4,HHO-VC,1,0.26047410689303957,0.5132083177310783,0.5938375350141482,0.0,17
IMG_0005,4,EHHO-VC,1,0.26047410689303957,0.5132083177310783,0.5938375350141482,0.0,17
IMG_0005,4,BEHHO-VC-Calibrated,1,0.20192148449625555,0.5385055034763597,0.5210084033616026,0.0,17
IMG_0005,4,BDA-EHHO-VC-Calibrated,1,0.24324988249381896,0.6143619468121623,0.6918767507004385,0.0,17
IMG_0005,4,MO-BDA-EHHO-VC,16,0.7697400496023379,0.03786149942743829,0.07187500000000002,0.2493410496524531,17
IMG_0005,5,HHO-VC,1,0.16081791808600648,0.505257933880275,0.6072961373390134,0.0,16
IMG_0005,5,EHHO-VC,1,0.27655145713126417,0.5770078908786398,0.5815217391304349,0.0,16
IMG_0005,5,BEHHO-VC-Calibrated,1,0.46264687290093015,0.7821209189304476,0.532608695652174,0.0,16
IMG_0005,5,BDA-EHHO-VC-Calibrated,1,0.12699070428438725,0.6096959971134108,0.7092391304347827,0.0,16
IMG_0005,5,MO-BDA-EHHO-VC,16,0.6313587352338739,0.06394022824698636,0.4399141630900908,0.2594399824267306,16
IMG_0006,1,HHO-VC,1,0.029334211495673296,0.875691630561209,0.9007936507936508,0.0,20
IMG_0006,1,EHHO-VC,1,0.021294820438796016,0.9520132607085813,1.0,0.0,20
IMG_0006,1,BEHHO-VC-Calibrated,1,0.02489887068135436,0.8141178875976746,1.0,0.0,20
IMG_0006,1,BDA-EHHO-VC-Calibrated,1,0.040589383914952724,0.835737763615725,0.8244575936884985,0.0,20
IMG_0006,1,MO-BDA-EHHO-VC,20,0.8694667096464944,0.0,0.0,0.27249451373283506,20
IMG_0006,2,HHO-VC,1,0.15682219744744622,0.8412307553433328,0.9172772789901543,0.0,49
IMG_0006,2,EHHO-VC,1,0.15682219744744622,0.8412307553433328,0.9172772789901543,0.0,49
IMG_0006,2,BEHHO-VC-Calibrated,1,0.23566808141892576,0.6753756738883205,0.7527386061619784,0.0,49
