run_key,experiment_id,filename,run_index,algorithm,population_size,evaluation_budget,master_seed,best_score,level_R,level_G,level_B,evaluations,budget_compliant,runtime_s,iterations_completed,convergence_points,final_convergence_value,diversity_mean,diversity_final,injection_count,bda_proposals,ehho_proposals,bda_fraction
IMG_0021|r2|n30|b600|BEHHO-VC-Calibrated,IMG_0021,148026.jpg,2,BEHHO-VC-Calibrated,30,600,1178661521,4.562814861345887,72,66,65,600,True,0.04600970004685223,20,20,4.562814861345887,0.9143148148148148,0.9462962962962962,0,0,0,nan
IMG_0021|r2|n30|b600|BDA-EHHO-VC-Calibrated,IMG_0021,148026.jpg,2,BDA-EHHO-VC-Calibrated,30,600,1178661521,4.563414023138464,24,66,77,600,True,0.04556659999070689,10,10,4.563414023138464,nan,nan,0,148,152,0.49333333333333335
IMG_0021|r3|n10|b300|HHO-VC,IMG_0021,148026.jpg,3,HHO-VC,10,300,945734726,4.5621064100582,167,198,3,300,True,5.331623000034597,17,17,4.5621064100582,nan,nan,0,0,0,nan
IMG_0021|r3|n10|b300|EHHO-VC,IMG_0021,148026.jpg,3,EHHO-VC,10,300,945734726,4.562147915835548,168,200,3,300,True,1.6846673000254668,20,20,4.562147915835548,0.3937387656817507,0.47736525122045703,0,0,0,nan
IMG_0021|r3|n10|b300|BEHHO-VC-Calibrated,IMG_0021,148026.jpg,3,BEHHO-VC-Calibrated,10,300,945734726,4.562861424894833,200,8,2,300,True,5.396458700008225,30,30,4.562861424894833,0.7842777777777777,0.6016666666666667,6,0,0,nan
IMG_0021|r3|n10|b300|BDA-EHHO-VC-Calibrated,IMG_0021,148026.jpg,3,BDA-EHHO-VC-Calibrated,10,300,945734726,4.562454523039434,201,220,7,300,True,2.510585199983325,15,15,4.562454523039434,nan,nan,0,82,68,0.5466666666666666
IMG_0021|r3|n10|b600|HHO-VC,IMG_0021,148026.jpg,3,HHO-VC,10,600,945734726,4.562171869130835,158,198,3,600,True,0.9879610000061803,35,35,4.562171869130835,nan,nan,0,0,0,nan
IMG_0021|r3|n10|b600|EHHO-VC,IMG_0021,148026.jpg,3,EHHO-VC,10,600,945734726,4.561885949628127,148,185,3,600,True,0.38416750001488253,41,41,4.561885949628127,0.3845115991460181,0.3645971525402841,0,0,0,nan
IMG_0021|r3|n10|b600|BEHHO-VC-Calibrated,IMG_0021,148026.jpg,3,BEHHO-VC-Calibrated,10,600,945734726,4.562535274394706,201,195,7,600,True,1.7363734999671578,60,60,4.562535274394706,0.831138888888889,0.96,4,0,0,nan
IMG_0021|r3|n10|b600|BDA-EHHO-VC-Calibrated,IMG_0021,148026.jpg,3,BDA-EHHO-VC-Calibrated,10,600,945734726,4.5624068708145336,196,248,3,600,True,0.4713874000008218,30,30,4.5624068708145336,nan,nan,0,157,143,0.5233333333333333
IMG_0021|r3|n20|b300|HHO-VC,IMG_0021,148026.jpg,3,HHO-VC,20,300,945734726,4.563422579996871,27,190,3,300,True,0.09085079998476431,9,9,4.563422579996871,nan,nan,0,0,0,nan
IMG_0021|r3|n20|b300|EHHO-VC,IMG_0021,148026.jpg,3,EHHO-VC,20,300,945734726,4.5638218769242505,9,49,2,300,True,0.01709189999382943,10,10,4.5638218769242505,0.2243422682974383,0.07703665425450305,0,0,0,nan
IMG_0021|r3|n20|b300|BEHHO-VC-Calibrated,IMG_0021,148026.jpg,3,BEHHO-VC-Calibrated,20,300,945734726,4.56292923016099,151,152,2,300,True,0.20893500000238419,15,15,4.56292923016099,0.7976111111111112,0.5004166666666667,3,0,0,nan
IMG_0021|r3|n20|b300|BDA-EHHO-VC-Calibrated,IMG_0021,148026.jpg,3,BDA-EHHO-VC-Calibrated,20,300,945734726,4.562886601535838,128,28,2,300,True,0.07344419998116791,8,8,4.562886601535838,nan,nan,0,82,58,0.5857142857142857
IMG_0021|r3|n20|b600|HHO-VC,IMG_0021,148026.jpg,3,HHO-VC,20,600,945734726,4.5617104081991675,172,198,7,600,True,0.07217649999074638,18,18,4.5617104081991675,nan,nan,0,0,0,nan
