experiment_id,run_index,archive_file,archive_row,bits,level_R,level_G,level_B,old_f1_reconstruction,old_f2_security,old_f3_robustness,old_f4_complexity,B1_central_5pct,B1_central_10pct,B1_central_20pct,B2_random_block_5pct,B2_random_block_10pct,B2_random_block_20pct,B3_dropout_5pct,B3_dropout_10pct,B3_dropout_20pct,B4_crop_5pct,B4_crop_10pct,B4_crop_20pct,B1_central_mean,B1_central_max,B2_random_block_mean,B2_random_block_max,B3_dropout_mean,B3_dropout_max,B4_crop_mean,B4_crop_max
IMG_0005,2,IMG_0005_r2_archive.csv,13,110110100100111010011100,218,78,156,0.5299160598728342,0.3275988862376894,0.0,0.5908496732026144,0.024833604272856608,0.04983560123747039,0.0995913238903893,0.025224361672959807,0.04994786303197518,0.09992810927390368,0.024915641738071644,0.04940166622409613,0.1002519413734367,0.024693277029725628,0.04976435817557313,0.10074200728406336,0.0580868431335721,0.0995913238903893,0.05836677799294623,0.09992810927390368,0.058189749778534826,0.1002519413734367,0.05839988082978737,0.10074200728406336
IMG_0005,2,IMG_0005_r2_archive.csv,14,000000000000010100000001,2,5,2,0.5305436845796233,0.3279806239711703,0.0,0.0117647058823529,0.025023585771249322,0.05011193796240525,0.0998525484506793,0.02526538040556732,0.05003205937785377,0.10035988540661438,0.024665211581099432,0.04983128347614329,0.10089960557250277,0.024842239795510822,0.04990252653804055,0.10104425057696086,0.05832935739477796,0.0998525484506793,0.05855244173001182,0.10035988540661438,0.058465366876581826,0.10089960557250277,0.05859633897017075,0.10104425057696086
IMG_0005,2,IMG_0005_r2_archive.csv,15,000001100010000110011001,6,33,153,0.5127137770300897,0.3277082816230155,0.0,0.2509803921568627,0.025032221293903537,0.04999104064524625,0.09966688471361368,0.02527833368954864,0.04993706862865742,0.09985470733134284,0.024751566807641574,0.04943404943404943,0.10050884817239958,0.024704071433043397,0.04966073190372256,0.10078950265866155,0.05823004888425449,0.09966688471361368,0.058356703216516294,0.09985470733134284,0.058231488138030196,0.10050884817239958,0.0583847686651425,0.10078950265866155
IMG_0005,2,IMG_0005_r2_archive.csv,16,000000010000010000001011,2,4,11,0.5147391711390461,0.3280733705629679,0.0,0.0222222222222222,0.02493075390271652,0.0501097790817417,0.09988277277996904,0.025008473606604447,0.0496866384716852,0.09995833360319342,0.024486024486024487,0.049706068397657184,0.10056497906965198,0.024717024717024715,0.049779470340218,0.10101186736700755,0.058307768588142427,0.09988277277996904,0.05821781522716102,0.09995833360319342,0.058252357317777885,0.10056497906965198,0.058502787474750094,0.10101186736700755
IMG_0005,2,IMG_0005_r2_archive.csv,17,000000010000010000001000,2,4,8,0.515486770347338,0.3280899096300281,0.0,0.0183006535947712,0.0247969033015762,0.04994786303197518,0.0996474547876417,0.02494154830603429,0.04954631122855421,0.09996481024518408,0.024436370230762755,0.04960891876779727,0.10041385742320322,0.02476667897228645,0.04976435817557313,0.10078302601667087,0.058130740373731025,0.0996474547876417,0.058150889926590864,0.09996481024518408,0.058153048807254415,0.10041385742320322,0.05843802105484349,0.10078302601667087
IMG_0005,2,IMG_0005_r2_archive.csv,18,000101000001000100001001,20,17,9,0.5087906421558827,0.3278405867835289,0.0,0.0601307189542483,0.024926436141389414,0.050001835048564015,0.0996107538163613,0.02518550182101584,0.049600283245143054,0.09969495016223988,0.024600445161192825,0.04938871294011481,0.10011593189163281,0.024768837852950004,0.049682320710358094,0.10068155862548386,0.058179675002104914,0.0996107538163613,0.058160245076132926,0.09969495016223988,0.058035029997646814,0.10011593189163281,0.05837757239626399,0.10068155862548386
IMG_0005,2,IMG_0005_r2_archive.csv,19,000000000000010000001010,2,4,10,0.5151184483737383,0.3280692028931003,0.0,0.0209150326797385,0.024917800618735195,0.050053648184489305,0.09984391292802508,0.02496097823200627,0.04970390951699363,0.10007275427836176,0.02455942642858531,0.04958301219983463,0.10060383892159593,0.02472997800100604,0.049742769368937595,0.10092982990179253,0.05827178724374985,0.09984391292802508,0.058245880675787225,0.10007275427836176,0.058248759183338626,0.10060383892159593,0.05846752575724539,0.10092982990179253
IMG_0005,2,IMG_0005_r2_archive.csv,20,000010000010011001100001,8,38,97,0.5122033499116361,0.3277487203861859,0.0,0.1869281045751634,0.02499767920328668,0.04996297519662006,0.09951144530583783,0.02522867943428691,0.04991332094135832,0.09966904359427724,0.024764520091622895,0.04948802145063827,0.10054986690500708,0.02474724904631447,0.049697432875002966,0.1008931289305121,0.058157366568581524,0.09951144530583783,0.05827034798997416,0.09966904359427724,0.05826746948242275,0.10054986690500708,0.058445936950609845,0.1008931289305121
IMG_0005,2,IMG_0005_r2_archive.csv,21,000100010001010000001001,17,20,9,0.5080239008723739,0.3278513654132687,0.0,0.0601307189542483,0.02496745487399693,0.050107620201078146,0.0996388192649875,0.02509266995248304,0.049613236529124374,0.09966472583295014,0.02454431426394043,0.04952040466059158,0.10023898808945537,0.024721342478351824,0.049682320710358094,0.10079382041998865,0.05823796478002086,0.0996388192649875,0.058123544104852515,0.09966472583295014,0.05810123567132913,0.10023898808945537,0.05839916120289953,0.10079382041998865
IMG_0006,1,IMG_0006_r1_archive.csv,0,000000100000110000000111,2,12,7,0.5110002266509289,0.3312410017660968,0.0,0.0274509803921568,0.024915641738071644,0.04988957325405923,0.1001914927148572,0.025163913014380306,0.04998456400325559,0.09990867934793168,0.025254586002249554,0.05026953625084466,0.09927396843284694,0.02461771620650125,0.04975356377225536,0.10046782943979206,0.05833223590232935,0.1001914927148572,0.05835238545518919,0.09990867934793168,0.05826603022864705,0.09927396843284694,0.05827970313951623,0.10046782943979206
IMG_0006,1,IMG_0006_r1_archive.csv,1,001100000001100000010010,48,24,18,0.4846857064386627,0.3314318971436737,0.0,0.1176470588235294,0.024853034198828592,0.04974061048827404,0.09995185696120275,0.025021426890585768,0.04987877885074146,0.0999173148705859,0.02510130547513725,0.049731974965619825,0.09934737037540776,0.024647940535791002,0.049747087130264704,0.10044624063315652,0.05818183388276846,0.09995185696120275,0.05827250687063771,0.0999173148705859,0.05806021693872162,0.09934737037540776,0.05828042276640408,0.10044624063315652
