experiment_id,algorithm,median_score,mean_score,sd_across_runs,median_runtime_s
IMG_0014,HHO-VC,5.199439951663894,5.199865607787313,0.002293894093638799,20.33323679998284
IMG_0015,BDA-EHHO-VC-Calibrated,4.886630053070097,4.886138780413222,0.0019120554718391242,28.297321099962573
IMG_0015,BEHHO-VC-Calibrated,4.886739129242076,4.8861956532772295,0.002502563082063959,32.526725599949714
IMG_0015,EHHO-VC,4.887583984732434,4.886571137305249,0.002187655095500788,22.155081600009
IMG_0015,HHO-VC,4.887349608115201,4.88657804927166,0.0021013207411943844,19.951711300003808
IMG_0016,BDA-EHHO-VC-Calibrated,5.0772519502782485,5.0767132723520785,0.002465381010690847,27.142577999969944
IMG_0016,BEHHO-VC-Calibrated,5.077018177102395,5.076589710753772,0.002440340718561662,30.4494361000252
IMG_0016,EHHO-VC,5.076871235935639,5.076530918018481,0.0025574319452916533,13.056916400033517
IMG_0016,HHO-VC,5.076725536114623,5.0766193562627375,0.002486908584444154,14.04304839996621
IMG_0017,BDA-EHHO-VC-Calibrated,4.631313883243544,4.631543820670291,0.0009944484355637801,26.86614720005309
IMG_0017,BEHHO-VC-Calibrated,4.631478476414236,4.6317605811389475,0.0006731364848196637,28.353234399983197
IMG_0017,EHHO-VC,4.631276845624813,4.631750377710311,0.0009881510248663473,16.434209799976088
IMG_0017,HHO-VC,4.631787469453408,4.631867624912336,0.0009396619186016657,15.26518029998988
IMG_0018,BDA-EHHO-VC-Calibrated,5.141823239904936,5.14088993024812,0.0030215764833616834,28.15724750002846
IMG_0018,BEHHO-VC-Calibrated,5.142096234929693,5.141022656068162,0.0031484720794204193,29.85613769997144
IMG_0018,EHHO-VC,5.142022209529453,5.1407242938920845,0.0029815287255568258,19.206234200042672
IMG_0018,HHO-VC,5.142476360854444,5.140944090908584,0.0031438864298446154,19.11291760002496
IMG_0019,BDA-EHHO-VC-Calibrated,4.911971429116307,4.912294051484015,0.0030178492060861707,26.27225570002338
IMG_0019,BEHHO-VC-Calibrated,4.912046478476324,4.912325576746498,0.002859812898091531,33.600749899982475
IMG_0019,EHHO-VC,4.911997822333221,4.912236580135774,0.0031183064219849847,19.53706660005264
IMG_0019,HHO-VC,4.911719999373432,4.912254026152388,0.0029943402352739057,18.558838500001
IMG_0020,BDA-EHHO-VC-Calibrated,4.514762790001976,4.513634888301625,0.0027605204401025857,28.66398970002774
IMG_0020,BEHHO-VC-Calibrated,4.5150782167369465,4.513658446154521,0.0025056669589572926,31.034176699991804
IMG_0020,EHHO-VC,4.514252251364852,4.514033922873948,0.0024502755615345546,23.584945400012657
IMG_0020,HHO-VC,4.5140951809009655,4.513796772134023,0.002721981365852795,21.14898479997646
IMG_0021,BDA-EHHO-VC-Calibrated,4.561297187333972,4.561602231338327,0.0022762167643441476,28.686785700032488
IMG_0021,BEHHO-VC-Calibrated,4.560980098483659,4.561385618566784,0.0030080688757239144,33.838874400011264
IMG_0021,EHHO-VC,4.560543866833931,4.5618635925624345,0.0027589821044610345,20.811998799967117
IMG_0021,HHO-VC,4.560480085099061,4.5618176157577555,0.0028715989208899077,19.868394900055137
IMG_0022,BDA-EHHO-VC-Calibrated,4.621642556066033,4.620651751959452,0.0021233184490128147,29.859380199981388
