variant,runs,mean_score,median_score,mean_runtime_s,mean_bda_fraction,mean_bda_proposals,mean_ehho_proposals,mechanism_penalty
balanced_70_30,24,5.056629457501134,5.0425077967224095,54.58835184166916,0.49104166666666665,98.20833333333333,101.79166666666667,0.0
balanced_65_35,24,5.056656730395543,5.042576328160177,56.37511475000065,0.49,98.0,102.0,0.0
balanced_80_20,24,5.056715861466956,5.042698244028093,54.51802585000163,0.48833333333333334,97.66666666666667,102.33333333333333,0.0
