experiment_id,run_index,archive_file,archive_row,bits,level_R,level_G,level_B,old_f1_reconstruction,old_f2_security,old_f3_robustness,old_f4_complexity
IMG_0034,1,IMG_0034_r1_archive.csv,77,000011101000110100110010,14,141,50,0.4159196000901743,0.3523634752420121,0.0,0.2679738562091503
IMG_0034,1,IMG_0034_r1_archive.csv,83,000111000010000001011101,28,32,93,0.4171497387584658,0.3524895502446889,0.0,0.2
IMG_0034,1,IMG_0034_r1_archive.csv,84,111110000111101101101010,248,123,106,0.4096525388478519,0.3520804124147257,0.0,0.6235294117647059
IMG_0034,1,IMG_0034_r1_archive.csv,86,010100000011000000011110,80,48,30,0.4166376437988722,0.3525434052852187,0.0,0.2065359477124183
IMG_0034,1,IMG_0034_r1_archive.csv,87,000011110010011000100111,15,38,39,0.4189502790966641,0.3525302376852448,0.0,0.1202614379084967
IMG_0034,1,IMG_0034_r1_archive.csv,89,111010111000101100101001,235,139,41,0.4103297416141146,0.3522248891262826,0.0,0.542483660130719
IMG_0034,1,IMG_0034_r1_archive.csv,94,000001000000000000100000,4,2,32,0.4362066101517858,0.352656145574366,0.0,0.049673202614379
IMG_0034,2,IMG_0034_r2_archive.csv,0,110110111010010001100000,219,164,96,0.4095536959782559,0.352884554107833,0.0,0.6261437908496732
IMG_0034,2,IMG_0034_r2_archive.csv,3,000011000001001000100000,12,18,32,0.4206556254968979,0.3525835596682837,0.0,0.0810457516339869
IMG_0034,2,IMG_0034_r2_archive.csv,4,010000000011010100001111,64,53,15,0.4176394914197412,0.3525443463815431,0.0,0.1725490196078431
IMG_0034,2,IMG_0034_r2_archive.csv,5,011011000001110100110111,108,29,55,0.4152551812839193,0.3527841311772144,0.0,0.2509803921568627
IMG_0034,2,IMG_0034_r2_archive.csv,6,101010001111010101010000,168,245,80,0.4093745427479757,0.3527597756245877,0.0,0.6444444444444445
IMG_0034,2,IMG_0034_r2_archive.csv,7,011100101010100000100110,114,168,38,0.4121807404964493,0.352900318049708,0.0,0.4183006535947712
IMG_0034,2,IMG_0034_r2_archive.csv,8,101111111011111010111111,191,190,191,0.4095913112989938,0.3526472708359914,0.0,0.7477124183006536
IMG_0034,2,IMG_0034_r2_archive.csv,9,101011100111010011100010,174,116,226,0.410848973579196,0.3525107032677293,0.0,0.6745098039215687
IMG_0034,2,IMG_0034_r2_archive.csv,10,101110011100001000100001,185,194,33,0.4101637617889814,0.3528446391165347,0.0,0.5385620915032681
IMG_0034,2,IMG_0034_r2_archive.csv,11,010001000100000001001000,68,64,72,0.415684095841476,0.3526836606306999,0.0,0.2666666666666666
IMG_0034,2,IMG_0034_r2_archive.csv,12,111111101111111111001011,254,255,203,0.4083502089034109,0.3526470359937557,0.0,0.930718954248366
